Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Ueberschall,Brazil Electro,CONSTRUCTIONKITS -> 36-40club loco,Drums126-04-#538,,"Windmill Village Mode 3, Windmill Village Mode 4",
Ueberschall,Brazil Electro,CONSTRUCTIONKITS -> 36-40club loco,n/a (various samples),,"Windmill Village Mode 3, Windmill Village Mode 4",
Ueberschall,Easy Listening,Track 01 -> TS 0:48,Male Vocals,"""Casino Royale""",Haunted Ship (Act 1&2 Mix),
UltimateSoundBank,Soundscan Vol. 16 - Bossa Brazil,BOSSA LOOPS -> 02-BOSSA STICK 120 1,BS120ALL02,,"Windmill Village Mode 1, Windmill Village Mode 2",
Zero-G,Brutal Beats,096 Artbroker,A-Comp 1,,Boss - Big Swell,
Zero-G,Brutal Beats,096 Artbroker,A-Comp 3,,Boss - Big Swell,
Zero-G,Brutal Beats,096 Artbroker,A-Comp 4,,Boss - Big Swell,
Zero-G,EZ Rollers Drum & Bass Producer,Breaks -> Classics,A-Men 160bpm,Lowered 1 semitone,"Boss - Deep Core, Boss - Deep Core (Allegro)",
Zero-G,EZ Rollers Drum & Bass Producer,Breaks -> Medium 1,EZ Break 175bpm,,Pirates Island (Act 1&2 Mix),
Zero-G,EZ Rollers Drum & Bass Producer,Breaks -> Medium 1,Kitchen 175bpm,,Pirates Island (Act 1&2 Mix),
Zero-G,EZ Rollers Drum & Bass Producer,Breaks -> Medium 2,All Rise 2 175bpm,,"A New Venture (Title Theme), Hidden Island",
Zero-G,EZ Rollers Drum & Bass Producer,Breaks -> Medium 2,Scared 175bpm,,Pirates Island (Act 1&2 Mix),
Zero-G,EZ Rollers Drum & Bass Producer,Breaks -> Medium 3,Battle 175bpm,,"A New Venture (Title Theme), Hidden Island",
Zero-G,EZ Rollers Drum & Bass Producer,Breaks -> Medium 3,Outside The Box 1 170bpm,,"A New Venture (Title Theme), Hidden Island",
Zero-G,EZ Rollers Drum & Bass Producer,Instrument Samples -> MC Vox 5,vox.45,,Training,
Zero-G,EZ Rollers Drum & Bass Producer,Percussion -> Rolls,Point 170bpm,,"Boss - Deep Core, Deep Core (Allegro)",
Zero-G,Hardcore,DJ Brisk -> Rave Synth,Silver Plated,,Haunted Ship (Act 1&2 Mix),
Zero-G,Hardcore,DJ Dougal -> Synths,Java,,Haunted Ship (Act 1&2 Mix),
Zero-G,Nu House,Breakdown FX,Big Sweep Down 09,,Coral Cave (Act1&2 Mix),
Zero-G,Nu House,Construction Kits -> 147 Big Break,147 Percussion Loop-F#,,Coral Cave (Act1&2 Mix),
Zero-G,Nu House,Drum Loops,Nu Break 147,,Training,
Zero-G,Nu House,Drum Loops,Nu Loop 143,,Coral Cave (Act1&2 Mix),
Zero-G,Nu House,Drum Loops,Nu Loop 147 1,,Coral Cave (Act1&2 Mix),
Zero-G,Nu House,Hoovers n' Stabs,Stab 05-A2,,"Boss - Deep Core, Deep Core (Allegro)",
Zero-G,NY Cutz 2 - Off Da Hook,CD 1 -> Track 54 - Eastern Tip 92 -> Sample 6,Synth,,Submarine,
Zero-G,ProSamples Vol. 38 - Trance,Construction Kits -> Panacea 143bpm D#,38i01hit143d#,,Sky Babylon (Act 1&2 Mix),
Zero-G,ProSamples Vol. 38 - Trance,Construction Kits -> Panacea 143bpm D#,38i02fx143d#,,"Sky Babylon (Act 1&2 Mix), Boss - Deep Core, Deep Core (Allegro)",
Zero-G,Total Rex,Chemical Beats -> Drum Loops 080-088,088-F Kick Snare 10,,Submarine,
Zero-G,Total Rex,Chemical Synths -> Riffs 121-134,121 bitmusic 1,,Coral Cave (Act1&2 Mix),
Zero-G,Total Rex,Chemical Synths -> Riffs 121-134,125 orbit 4,,Coral Cave (Act1&2 Mix),
Zero-G,Total Rex,Cuckooland Unhinged -> 096-105bpm,098 Bindi,,Submarine,
Zero-G,Total Rex,Funk Guitar -> SFX,Spammer 1 085-E,,Haunted Ship (Act 1&2 Mix),
Zero-G,Total Rex,Funk Guitar -> SFX,Spammer 2 086-E,,Haunted Ship (Act 1&2 Mix),
Zero-G,Total Rex,Rhythm Guitar & FX -> 100 Electric Guitar,Funkpick 5,,Hovercraft,
Zero-G,Total Rex,Total Funk -> Guitars 100,Giddyup-A,,Submarine,
Zero-G,Total Rex,Total Funk -> Guitars 120,Lead Station-C,,Boss,
Zero-G,Total Rex,WIRED The Elements of Trance -> Bongo Loops 140,Bongos Live Vibe 1,,Haunted Ship (Act 1&2 Mix),
Stuff to Find,,,,,,
IK Multimedia,SampleTank 2 XL,Piano,?,Electric Piano,Training,
IK Multimedia,SampleTank 2 XL,,,Lead Synth,Training,
Ueberschall,Houseworx!,,,Drum One Shots,,
?,?,,,Simple Lead Synth,Plant Kingdom (Act 1&2 Mix),
?,?,,,Synth Bass,Coral Cave (Act1&2 Mix),
?,?,,,Flute Trill,Haunted Ship (Act 1&2 Mix),
?,?,,,"Electric Organ, Mellotron-Like Strings",Haunted Ship (Act 1&2 Mix),
?,?,,,Misc. Percussion,"Windmill Village Mode 1, Windmill Village Mode 2",
?,?,,,Drum Fill,Windmill Village Mode 4,
?,?,,,Drum Fill,Boss,
?,?,,,"Misc. Drums, 2 Synths","Boss - Deep Core, Deep Core (Allegro)",
Sonic Colors / Sonic Colours (Nintendo DS),,"(Released: November 11, 2010)",,,,
All other instruments come from Sonic Colors / Sonic Colours (Nintendo Wii),,,,,,
AKAI,CD-ROM Sound Library Vol. 3,Partition E -> 16-17 CRASH,16-17 CRASH,"To confirm, from G-Boy's sheet",Area - Planet Wisp,
EastWest,Symphonic Choirs,Instruments - Altos - ALTO vovels,ALTO ah DXF C0-D#0,"To confirm, from G-Boy's sheet",vs. Nega-Wisp Armor - Phase 1,
EastWest,Symphonic Choirs,Instruments - Basses - BASS vowels,BASS ah DXF C0-D#0,"To confirm, from G-Boy's sheet",vs. Nega-Wisp Armor - Phase 1,
KORG,M1 Legacy Collection,PROG,M01 08 Pan Flute,,Planet Wisp - Mission (Act 3),
KORG,M1 Legacy Collection,PROG,M01 11 E.Piano 1,,Planet Wisp - Mission (Act 3),
KORG,M1 Legacy Collection,PROG,M01 27 Strings,,"Planet Wisp - Act 1, Planet Wisp - Act 2, Planet Wisp - Mission (Act 3)",
KORG,M1 Legacy Collection,PROG,M01 61 Clav,,Planet Wisp - Mission (Act 3),
Native Instruments,FM8,FM7 Legacy,DJ Handy,,Special Stage,
Miroslav Vitous,Solo Instruments II,Partition A -> VOLUME 005,FL LN ST,,"Area - Sweet Mountain, Area - Aquarium Park",
Roland,JV-2080,PR-D (GM),019 Organ 3,"To confirm, from G-Boy's sheet",Sweet Mountain - Mission (Act 3),
Roland,SOUND Canvas SC-88 Pro,SC-88 Map,001 000 Piano 1,"To confirm, from G-Boy's sheet",Cutscene - Hyper-go-on Surge,
Roland,SOUND Canvas SC-88 Pro,SC-88 Map,047 000 Harp,"To confirm, from G-Boy's sheet",Stage Clear,
Roland,SOUND Canvas SC-88 Pro,SC-88 Map,062 000 Brass 1,"To confirm, from G-Boy's sheet","Stage Clear, Cutscene - Yacker's Plea",
Roland,SOUND Canvas SC-88 Pro,SC-88 Map,071 000 Bassoon,"To confirm, from G-Boy's sheet",Cutscene - Yacker's Plea,
Roland,SOUND Canvas SC-88 Pro,SC-88 Map,073 000 Piccolo,"To confirm, from G-Boy's sheet",Stage Clear,
Roland,SOUND Canvas SC-88 Pro,SC-88Pro Map,049 000 Strings :,"To confirm, from G-Boy's sheet",Cutscene - Yacker's Plea,
Spectrasonics,Omnisphere,ARP+BPM,Bandpassed Euro Arp 2,,Special Stage,
Spectrasonics,Omnisphere,Synth Poly,Fame Epic Synth,,Special Stage,
Steinberg,Virtual Guitarist 2,Electric Guitars -> Heavy Riffs,Ultra II,,Special Stage,
Ueberschall,Big Beat,Track 90 - Single Drums -> TS 0:00,cymbals,"To confirm, from G-Boy's sheet",Special Stage,
Yellow Tools,Pure Guitars,Partition G -> STEEL FINGER,STEEL FN 32A,"To confirm, from G-Boy's sheet",Area - Planet Wisp,
Yellow Tools,Pure Guitars,Partition G -> STEEL FINGER,STEEL FN 32B,"To confirm, from G-Boy's sheet",Area - Planet Wisp,
Zero-G,Beneath the Planet of the Breaks,Track 66 -> TS 0:16,Rim Job,,Special Stage,
Zero-G,Total Drum & Bass,Drum Loops - 3 -> 170 BPM,Numbskull,From Twisted City,Special Stage,
Zero-G,Total Drum & Bass,Drum Loops - 3 -> 170 BPM,Shed Seven,From Twisted City,Special Stage,
Zero-G,Total Drum & Bass,Drum Loops - 3 -> 170 BPM,Simpleton,From Twisted City,Special Stage,
Stuff to Find,,,,,,
E-MU Systems,?,,,Proteus/1 Stereo Piano,Area - Planet Wisp,
? (Steinberg or Yamaha),?,,,Strings,"Area - Planet Wisp, Area - Asteroid Coaster",
Sonic Generations (Nintendo 3DS),,"(Released: November 22, 2011)",,,,
KORG,TRITON,Programs -> Bank C,C048 Square Rez,,MUSHROOM HILL : ACT2,
Spectrasonics,Burning Grooves S.A.G.E. Xpander,56-True Blue,56-True Blue 1,,"BOSS BATTLE : BIOLIZARD ""SUPPORTING ME...""",
Spectrasonics,Omnisphere,Synth Poly,Anthemic Trance,,MUSHROOM HILL : ACT1,
Spectrasonics,Stylus RMX,Classic Stylus -> 65-Jay Boyz,65-Jay Boyz,,CASINO NIGHT : ACT1,
Spectrasonics,Stylus RMX,Classic Stylus -> 113-Moth,113-Moth a,,CASINO NIGHT : ACT1,
Spectrasonics,Stylus RMX,Classic Stylus -> Shakers,65-Shaker 2,,CASINO NIGHT : ACT1,
Spectrasonics,Stylus RMX,Classic Stylus -> Tambourines,75-Tambourine 3,,CASINO NIGHT : ACT1,
Spectrasonics,Stylus RMX,Classic Stylus -> Tambourines,94-Baby tamb,,MUSHROOM HILL : ACT1,
Spectrasonics,Stylus RMX,Classic Stylus -> Triangle,119-Triangle,,MUSHROOM HILL : ACT1,
Spectrasonics,Stylus RMX,RMX Grooves -> 90-LilBoy,90-LiLBoy Combo,,MUSHROOM HILL : ACT1,
Spectrasonics,Stylus RMX,Sound Menus -> SOUND MENUS - Kicks,MENU - Kicks Aggressive 1,,CASINO NIGHT : ACT1,
Spectrasonics,Stylus RMX,Sound Menus -> SOUND MENUS - Snares,MENU - Snares Drum Machines,,CASINO NIGHT : ACT1,
Stuff to Find,,,,,,
Spectrasonics,Stylus RMX,Classic Stylus -> 73-Blue note,73-Blue note b,Too quiet to confirm,CASINO NIGHT : ACT1,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Section 4 - Other,,,,,,
,,,,,,
SONIC THE HEDGEHOG 1&2 SOUNDTRACK (Album),,(Recorded: ???),,(Music by: Masato Nakamura),,
Roland,D-50,Bank 1,I-5 Horn Section,,-Used throughout the soundtrack: Only in Sonic the Hedgehog 1-,
Roland,D-70,PATCH -> A,A26 StringsVox,,StH1 Final Zone ~Masa's Demo Version~,
Roland,D-70 ,PATCH -> A,A41 Mix Brass,,"StH1 Marble Zone ~Masa's Demo Version~, StH1 Labyrinth Zone ~Masa's Demo Version~, Sth1 Star Light Zone ~Masa's Demo Version~",
Roland,D-70 ,PATCH -> A,A43 SynBrass,,"StH1 Marble Zone ~Masa's Demo Version~, Sth1 Star Light Zone ~Masa's Demo Version~",
Roland,D-70,PATCH -> B,B17 Reso 2Bell,,StH1 Spring Yard Zone ~Masa's Demo Version~,Link
Roland,TR-626,Drum Voices,BASS DRUM 1,,-Used throughout the soundtrack: Only in Sonic the Hedgehog 1-,
Roland,TR-626,Drum Voices,CLOSED HI-HAT,,-Used throughout the soundtrack: Only in Sonic the Hedgehog 1-,
Roland,TR-626,Drum Voices,OPEN HI-HAT,,-Used throughout the soundtrack: Only in Sonic the Hedgehog 1-,
Roland,TR-626,Drum Voices,SNARE DRUM 2,,-Used throughout the soundtrack: Only in Sonic the Hedgehog 1-,
Yamaha,SY77,PRESET 1 -> Bank A,A07 Triton,,StH1 Scrap Brain Zone ~Masa's Demo Version~,Link
Yamaha,SY77,PRESET 1 -> Bank B,B12 Harpsichord,,StH1 Final Zone ~Masa's Demo Version~,Link
Yamaha,SY77,PRESET 1 -> Bank C,C04 Brass1 Sct,,Theme of Sonic the Hedgehog Demo,
Yamaha,SY77,PRESET 1 -> Bank C,C05 1980 Brass,,StH1 Green Hill Zone ~Masa's Demo Version~,Link
Yamaha,SY77,PRESET 2 -> Bank B,B12 Marimba,,StH1 Game Over ~Masa's Demo Version~,Link
Yamaha,SY77,PRESET 2 -> Bank C,C13 Mini Lead!,,StH1 Marble Zone ~Masa's Demo Version~,Link
Yamaha,SY99,PRESET 1 -> Bank A,A03 AP|Concert,,StH2 Casino Night Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 1 -> Bank A,A15 KY|Clavint,,StH2 Chemical Plant Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 1 -> Bank A,A16 KY|ResoClv,,StH2 Casino Night Zone (2P) ~Masa's Demo Version~,Link
Yamaha,SY99,PRESET 1 -> Bank B,B03 SP:Square,,"StH2 Mystic Cave Zone ~Masa's Demo Version~, StH2 Oil Ocean Zone ~Masa's Demo Version~, StH2 Death Egg Zone (Part1) ~Masa's Demo Version~",
Yamaha,SY99,PRESET 1 -> Bank B,B04 SP:Elegant,,"StH2 Sky Chase Zone ~Masa's Demo Version~, StH2 Special Stage ~Masa's Demo Version~, StH2 Unused Song ~Masa's Demo Version~",
Yamaha,SY99,PRESET 1 -> Bank B,B12 SP|Vektar,,"StH2 Death Egg Zone (Part1) ~Masa's Demo Version~, StH2 Emerald Hill Zone (2P) ~Masa's Demo Version~",
Yamaha,SY99,PRESET 1 -> Bank B,B13 SP:Crystal ,,StH2 Emerald Hill Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 1 -> Bank C,C01 BR|TrmpSec,,-Used throughout the soundtrack-,Link
Yamaha,SY99,PRESET 1 -> Bank C,C02 BR:BigBand,,StH2 Emerald Hill Zone ~Masa's Demo Version~,Link
Yamaha,SY99,PRESET 1 -> Bank C,C03 BR:JazzTmp,,StH2 Casino Night Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 1 -> Bank C,C04 BR.MuteTmp,,"StH2 Hill Top Zone ~Masa's Demo Version~, StH2 Casino Night Zone (2P) ~Masa's Demo Version~",Link
Yamaha,SY99,PRESET 1 -> Bank C,C05 BR:FrHorns,,-Used throughout the soundtrack-,
Yamaha,SY99,PRESET 1 -> Bank C,C09 BR:Splatz,,StH2 Chemical Plant Zone ~Masa's Demo Version~,Link
Yamaha,SY99,PRESET 1 -> Bank C,C10 BR:Pumped,,"StH2 Metropolis Zone ~Masa's Demo Version~, StH2 Casino Night Zone (2P) ~Masa's Demo Version~, StH2 Super Sonic ~Masa's Demo Version~",
Yamaha,SY99,PRESET 1 -> Bank D,D01 ST*Concert,,-Used throughout the soundtrack-,Link
Yamaha,SY99,PRESET 1 -> Bank D,D06 PC|Marimba,,StH2 Game Results ~Masa's Demo Version~,Link
Yamaha,SY99,PRESET 1 -> Bank D,D08 PC|MusicBox,,StH2 Sky Chase Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 1 -> Bank D,D09 PC:Tahiti,,StH2 Mystic Cave Zone (2P) ~Masa's Demo Version~,
Yamaha,SY99,PRESET 1 -> Bank D,D11 PC:Balan,,StH2 Aquatic Ruin Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 1 -> Bank D,D14 DR Kits,,-Used throughout the soundtrack-,
Yamaha,SY99,PRESET 1 -> Bank D,D15 DR Perc,,-Used throughout the soundtrack-,
Yamaha,SY99,PRESET 1 -> Bank D,D16 DR Mixed,,-Used throughout the soundtrack-,
Yamaha,SY99,PRESET 2 -> Bank A,A01 SC|Heretic,,StH2 Mystic Cave Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank A,A04 SC.RezWhap,,StH2 Emerald Hill Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank A,A14 CH.Vespers,,StH2 Sky Chase Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank A,A16 CH|Witches,,StH2 Death Egg Zone (Part1) ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank B,B10 SL:SawLead,,StH2 Special Stage ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank B,B13 SL|Sync,,StH2 Metropolis Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank B,B14 SL:Square,,StH2 Death Egg Zone (Part1) ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank B,B16 SL:Lyle,,StH2 Mystic Cave Zone (2P) ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank C,C02 BA|Slapped,,-Used throughout the soundtrack-,
Yamaha,SY99,PRESET 2 -> Bank C,C03 BA|Fingers,,StH2 Emerald Hill Zone (2P) ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank C,C06 BA|Upright,,"StH2 Casino Night Zone ~Masa's Demo Version~, StH2 Mystic Cave Zone (2P) ~Masa's Demo Version~",
Yamaha,SY99,PRESET 2 -> Bank C,C07 BA:DXSlap,,StH2 Mystic Cave Zone ~Masa's Demo Version~,Link
Yamaha,SY99,PRESET 2 -> Bank C,C08 BA. Anabass,,StH2 Casino Night Zone (2P) ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank C,C09 BA:ResoSyn,,"StH2 Aquatic Ruin Zone ~Masa's Demo Version~, StH2 Metropolis Zone ~Masa's Demo Version~, StH2 Game Results ~Masa's Demo Version~",
Yamaha,SY99,PRESET 2 -> Bank C,C11 BA|Mogue,,"StH2 Sky Chase Zone ~Masa's Demo Version~, StH2 Casino Night Zone (2P) ~Masa's Demo Version~, StH2 All Clear ~Masa's Demo Version~",
Yamaha,SY99,PRESET 2 -> Bank C,C12 OR|BJazzy,,StH2 Super Sonic ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank C,C13 OR|BookerB,,StH2 Emerald Hill Zone (2P) ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank C,C15 OR|Purple,,StH2 Hill Top Zone ~Masa's Demo Version~,Link
Yamaha,SY99,PRESET 2 -> Bank D,D02 WN|SaxSect,,-Used throughout the soundtrack-,Link
Yamaha,SY99,PRESET 2 -> Bank D,D11 ME*Asia,,StH2 Oil Ocean Zone ~Masa's Demo Version~,
Yamaha,SY99,PRESET 2 -> Bank D,D12 ME:Dreams,,StH2 Aquatic Ruin Zone ~Masa's Demo Version~,
Stuff to Find,,,,,,
Ensoniq,SQ1,?,25 Harpsichord,Exact Path Unknown,"STH1 Marble Zone ~Masa's Demo version~, STH1 Boss ~Masa's Demo version~",Link
Ensoniq,SQ1,?,45 Burnin' Sax,Exact Path Unknown,STH1 Game Over ~ Masa's Demo version ~,Link
Roland,D-70 ,TONES,I1 23 PICKED,,StH1 Marble Zone ~Masa's Demo Version~,
SegaSonic the Hedgehog,,(Released: June~October 1993),,(Music by: Hiroshi Kawaguchi),,
E-MU Systems,Procussion,Bank 0,013. Disco Ball,,Hot Pursuit,
Roland,R-8,Internal,36 DOOM TOM 1,Pitched up 142 cents,Bomb; Hot Pursuit; Quick! Escape!; I'll Get You Yet!,
Roland,R-8,Internal,40 CRASH CYMBAL 1,Pitched up 141 cents,All Over - Credits; Eggman's Tower; Ice & Water; I'll Get You Yet!; Level Clear,
Roland,SN-R8-04 Electronic,Internal,03 FLANGING KICK,Pitched up 142 cents,Quick! Escape!,
Roland,SN-R8-04 Electronic,Internal,07 FLANGING SNARE,,I'll Get You Yet!; Run Run Run!; Trap Tower; Quick! Escape!,
Roland,SN-R8-04 Electronic,Internal,10 BEND TOM,Pitched up 142 cents,Bomb; I'll Get You Yet!; Quick! Escape!; Run Run Run!,
Stuff to Find,,,,,,
Live Recording (?),"""Three, two, one!""",,,,-Unused samples-,
Roland (?),R-8 (?),,,Ride Cymbal,Ice & Water; I'll Get You Yet!; Level Clear; Quick! Escape!,
Roland,SN-R8-04 Electronic,,02 CONTROL KICK,Pitched up 142 cents,Trap Tower,
Roland,SN-R8-04 Electronic,,05 ELECTRONIC SNARE,Pitched up 142 cents,Eggman's Tower; I'll Get You Yet!; Quick! Escape!; Trap Tower,
Roland,SN-R8-04 Electronic,,06 REVERB SNARE 2,Pitched up 142 cents,Trap Tower; Quick! Escape!,
Roland,SN-R8-04 Electronic,,11 ELECTRONIC TOM,Pitched up 142 cents,Run Run Run!; Trap Tower,
?,?,,,Alternate Clap,Hot Pursuit,
?,?,,,Clap,Level Clear; Run Run Run!,
?,?,,,Cowbell,-Used throughout the soundtrack-,
?,?,,,Guitar,Eggman's Tower,
?,?,,,Kool Hit,Quick! Escape!; I'll Get You Yet!; Hot Pursuit; Eggman's Tower,
?,?,,,Snare,All Over - Credits; Ice & Water; Level Clear,
?,?,,,Snare (Short Decay),Eggman's Tower; Run Run Run!,
Sonic Spinball,,"(Released: November 23, 1993)",,(Music by: Howard Drossin),,
Recreational Brainware,GEMS,,,Mallet instrument,Toxic Cave,
SONIC THE HEDGEHOG-REMIX (Soundtrack Album),,"(Released: December 7, 1994)",,"(Music by: Masafumi Ogata, Naofumi Hataya)",,
EastWest,Dance/Industrial,Track 01 -> TS 0:00,105 Rhythm loop,4 bars - stuttering groove w/ metallic hit,"Dr.""Gigglymen""",
EastWest,Dance/Industrial,Track 39 - MIDI File Rhythm loops -> Sample 6,Snare 2,"tight, sharp","Dr.""Gigglymen""",
EastWest,Dance/Industrial,Track 64 - Snare Drums -> Sample 2,Snare drum,crisp w/ambiance,Brand-new World,
Ensoniq,ESS-11,ROCK KIT 2,"CS, WS 7 - 1930-S .0-R-S",Snare,"Love you ""Sonic""",
GEM,S2,Single,39-5 Anl_Bass_3,,"Dr.""Gigglymen"", Miracle Blue~Little Planet~",
GEM,S2,Single,62-2 Brass_Rips,,"Dr.""Gigglymen""",
GEM,S2,Single,72-1 Clarinet,,"Dr.""Gigglymen""",
GEM,S2,Single,128-1 Drum_WS,,"Dr.""Gigglymen""",
KORG,01/W,PROG -> Bank A,A29 Dance Kit,,"Love you ""Sonic""",
KORG,01/W,PROG -> Bank A,A43 Harmonica,,Miracle Blue~Little Planet~,
KORG,01/W,PROG -> Bank B,B39 Timpani,,"Dr.""Gigglymen""",
KORG,01/W,PROG -> Bank B,B61 Gospel Org,,"Love you ""Sonic""",
KORG,T2,PROG,B36 Pro Sync,,Techno power mix,
Polestar Magnetics,The X-Static Goldmine,CD 2 -> Track 14 - FAT BASS 1 -> TS 0:20,Fat Pro 3,,Miracle Blue~Little Planet~,
Roland,D-70,PATCH -> A,A85 Shuu-Doon',,"Techno power mix, Brand-new World",
Roland,JD-800,Internal,I-13: Crystal Rhodes,,Miracle Blue~Little Planet~,
Roland,JD-800,Internal,I-25: ST Master,Turn off Tone A,"Dr.""Gigglymen""",
Roland,JD-800,Internal,I-26: Perc-Vox Stack,,#8th SPACE,
Roland,JV-80,Preset A,A51 : Nylon Gtr 1,,Miracle Blue~Little Planet~,
Roland,JV-80,Preset A,A73 : Woody Bass 1,,"Dr.""Gigglymen""",
Zero-G,Datafile 1,Track 04 - Breakbeat Live -> TS 0:35,(Bars 3+4),,"Dr.""Gigglymen""",
Zero-G,Datafile 1,Track 25 - Vocal Hook (Male chorus) -> TS 0:00,"""yeah yeah!""",,"Brand-new World, #8th SPACE",
Zero-G,Datafile 1,Track 46 - Misc. house + tekno FX -> TS 0:15,air-raid siren,,Brand-new World,
Zero-G,Datafile 2,Track 52 - Speech (Male) -> TS 0:28,"""How low can you go?""",,#8th SPACE,
Zero-G,Datafile 2,Track 91 - Vocal adlib (Male) -> TS 0:16,"""Ay-hey-yeah!""",,"Dr.""Gigglymen""",
Zero-G,Funk Guitar,Track 02 - Rare Groove... -> TS 0:21,01 Oueeda slide,,"Dr.""Gigglymen""",
Zero-G,Funk Guitar,Track 16 - Rare Groove... -> TS 0:35,01 Crunchlick 1,,"Dr.""Gigglymen""",
Zero-G,The Funky Element,Track 34 - funky sax FX -> TS 0:25,long squeal,,"Dr.""Gigglymen""",
Zero-G,The Funky Element,Track 57 - funk snares,rim,,"Dr.""Gigglymen""",
Zero-G,The Funky Element,Track 91 - fx and miscellaneous -> TS 0:50,record noise (as used behind vinyl loops),,"Dr.""Gigglymen""",
Stuff to Find,,,,,,
E-MU Systems,Vintage Keys Plus,,,Flute,Sonic Stream,
Ensoniq,SQ-R,,,Pan Flute,Miracle Blue~Little Planet~,
KORG,01/W,,,Lore,Sonic Stream,
Polestar Magnetics,The X-Static Goldmine,,,TR-909 Drums,"Techno power mix, #8th SPACE",
Knuckles' Chaotix,,(Released: April 1995),,"(Music by: Junko Shiratsu, Mariko Nanba)",,
SEGA 32X - Main Game,,,,,,
E-MU Systems,Procussion,Instruments,017. Gated Kick,Layered,-Used throughout the soundtrack-,
E-MU Systems,Procussion,Instruments,030. Thick Kick,,Pendulum,
E-MU Systems,Procussion,Instruments,050. Floor Kick,Layered,-Used throughout the soundtrack-,
E-MU Systems,Procussion,Instruments,184. 2 Head Tom ,,"Combination, Door Into Summer, Pendulum",
E-MU Systems,Procussion,Instruments,368. Tamborine,,"Combination, Door Into Summer, Labyrinth",
E-MU Systems,Procussion,Instruments,383. Mambo Open,,,
KORG,01/W,PROG -> Bank A,A09 Total Kit,"Bongo, Conga, Mute, Open Triangle, Crash",-Used throughout the soundtrack-,
KORG,01/W,PROG -> Bank B,B39 Timpani,,,
Yamaha,RX5,Internal,Chinese Cymbal,,-Used throughout the soundtrack-,
Yamaha,RX5,Internal,Claps,,"Door Into Summer, Evening Star, Take Off, Trial and Error, Surprise, Just Another Day",
Yamaha,RX5,Internal,Ride (Cup),,"Door Into Summer, Tachy Touch, Take Off, Chaotic World, Trial and Error, Surprise!, Oriental Legend, Just Another Day",
Yamaha,RX5,Internal,Splash Cymbal,,"Walkin', Electoria, Evening Star, Seascape, Midnight Greenhouse, New Moon, Combination, Take Off, Surging Power, Just Another Day",
Yamaha,RX5 - Waveform Data Cartridge,,SD 3,,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
?,?,,,Alternate Snare,-Used throughout the soundtrack-,
Beta (Sonic Crackers / Sonic Studium),,,,,,
KORG,01/W,,,Tom,Evening Star (Beta),
Roland,R-8,Internal,17 OUCH ! SNARE,,"Walkin' (Beta), Electroria (Beta), Hyper-Hyper (Beta), Evening Star (Beta), Moonrise (Beta)",
Stuff to Find,,,,,,
?,?,,,Kick,"Walkin' (Beta), Electroria (Beta), Hyper-Hyper (Beta), Evening Star (Beta), Moonrise (Beta)",
SONIC 3D Demo Takes #1 (Soundtrack Album),,(Recorded: May 1996),,(Music by: Jun Senoue),,
KORG,01R/W,PROG -> Bank A,A05 VS Bells 1,,Bonus stage (Knuckles),
KORG,01R/W,PROG -> Bank A,A27 Analog Pad,,Special stage,
KORG,01R/W,PROG -> Bank A,A30 Fresh Air,,Bonus stage (Knuckles),
KORG,01R/W,PROG -> Bank A,A32 FrHrn&Tuba,,"Boss (minor key), Boss (major key)",
KORG,01R/W,PROG -> Bank A,A38 Raw Deal,,Special stage,
KORG,01R/W,PROG -> Bank A,A48 AnalogPerc,,Special stage,
KORG,01R/W,PROG -> Bank A,A59 Orch Hit,,"Opening (short ver.), Opening (long ver.)",
KORG,01R/W,PROG -> Bank A,A83 Flute,,"Boss (minor key), Boss (major key)",
KORG,01R/W,PROG -> Bank B,B39 Timpani,,"Boss (minor key), Boss (major key)",
KORG,01R/W,PROG -> Bank B,B42 LeadStab 1,,"Boss (minor key), Boss (major key), Special stage",
KORG,01R/W,PROG -> Bank B,B81 Digi Years,,Special stage (Miles),
KORG,01R/W,PROG -> Bank B,B98 MonoLead 2,,Special stage,
